number,F_C,code_LWJ,last name,last name1,first name,name,string,line,sex,son-in-law,Gov._Exam,Grade,occupational_title,grade2,New_Grade,place of family origin,Final_place of family origin,Final_period,Birth_Year,Death_Year,Date_OT,father,grand_f,great_grand_f,great_great_grand_f,father_of_m,grand_father_of_mother,great_grand_father_of_mother,spouse1_familyname,spouse1_place of family origin,son_by_spouse1,daughter_by_spouse1,father_spouse1,grand_father_spouse1,great_grand_father_spouse1,father_of_mother_spouse1,grand_of_mother_spouse1,great_grand_father_of_mother_spouse1,spouse2_familyname,spouse2_place of family origin,son_by_spouse2,daughter_by_spouse2,father_spouse2,grand_father_spouse2,great_grand_father_spouse2,father_of_mother_spouse2,grand_mother_spouse2,great_grand_mother_spouse2,spouse3_familyname,spouse3_place of family origin,son_by_spouse3,daughter_by_spouse3,father_spouse3,grand_father_spouse3,great_grand_father_spouse3,mother_spouse3,grand_mother_spouse3,great_grand_mother_spouse3,spouse4_familyname,spouse4_place of family origin,son_by_spouse4,daughter_by_spouse4,father_spouse4,grand_father_spouse4,great_grand_father_spouse4,mother_spouse4,grand_mother_spouse4,great_grand_mother_spouse4,note,1g,2g,3g,4g,5g,6g,7g,8g,9g,10g,11g,12g,13g,14g,15g,16g,17g,18g,19g,20g,21g,22g,line,sex,son-in-law,period,generation,duplicates,q,last,When Last,q,q
5931,5914,5656,나,28,신,신,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 1 2 2 5,0,0,0,,8,,,,수성,수성,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,성이 나,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,2,2,5,,,1,0,0,15,20,,41,1,20,0,0
5932,5915,5657,박,3,경,박경,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 1 2 2 6,0,1,1,,0,도절제,2,,고령,고령,14,,,,박증,,,,,,,나,수성,1,0,나홍부,나형지,,이설,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,2,2,6,,,1,1,1,15,20,,41,1,20,1,0
5933,5916,5658,유,53,하,유하,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2,0,1,1,,1,단직,30,,,,11,,,,,,,,,,,이,벽진,4,4,이희경,,,왕서,왕순,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,,,,,,1,1,1,12,17,,35,,20,0,0
5934,5917,5659,정,12,길항,정길항,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 1,1,1,1,,0,별시,13,,,,12,,,,,,,,,,,유,,1,0,유하,,,이희경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,1,,,,,1,1,1,13,18,,37,1,18,0,0
5935,5918,5660,이,4,충강,이충강,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 2,0,1,1,,5,사직,5,,,,12,,,,,,,,,,,유,,,,유하,,,이희경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,2,,,,,1,1,1,13,18,,37,1,18,0,0
5936,5919,5661,유,53,백근,백근,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 3,0,0,0,,0,감찰,6,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,3,,,,,1,0,0,13,18,,37,,19,0,0
5937,5920,5662,유,53,용문,용문,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 3 1,0,0,0,,0,충순,6,,,,13,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,3,1,,,,1,0,0,14,19,,39,1,19,0,0
5938,5921,5663,유,53,보문,보문,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 3 2,0,0,0,,5,충순,6,,,,13,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,3,2,,,,1,0,0,14,19,,39,1,19,0,0
5939,5922,5664,박,3,양손,박양손,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 3 3,0,1,1,,0,군수,4,,밀양,밀양,13,,,,,,,,,,,유,,1,0,유백근,유하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,3,3,,,,1,1,1,14,19,,39,1,19,0,0
5940,5923,5665,유,53,女,女,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 3 4,0,1,0,,6,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,3,4,,,,1,1,0,14,19,,39,1,19,0,0
5941,5924,5666,강,21,거례,강거례,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 4,0,1,1,,0,군사,5,,신천,신천,12,,,,강윤리,,,,김,,,유,,1,1,유하,,,이희경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,4,,,,,1,1,1,13,18,,37,,20,1,0
5942,5925,5667,김,2,지경,김지경,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 4 1,1,1,1,문과,0,지사,6,,선산,선산,13,,1485,1439,김지,김양보,김주,,오,,,강,신천,2,3,강거례,강윤리,,유하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,4,1,,,,1,1,1,14,19,,39,,20,0,0
5943,5926,5668,최,15,無,崔,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 4 1 1,0,1,1,,0,현감,6,,전주,전주,14,,,,최표,최사규,최유경,최재,,,,김,선산,1,2,김지경,김지,김양보,강거례,강윤리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,4,1,1,,,1,1,1,15,20,,41,1,20,0,0
5944,5927,5669,하,16,윤,하윤,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 4 1 2,0,1,1,문과,0,군수,4,,진주,진주,14,,,1483,하계문,,,,,,,김,선산,5,2,김지경,김지,김양보,강거례,강윤리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,4,1,2,,,1,1,1,15,20,,41,1,20,0,0
5945,5928,5670,김,2,응기,응기,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 4 1 3,0,0,0,문과,0,좌의정,1,,선산,선산,14,1455,1519,1477,,,,,,,,김,해평,1,0,김맹치,김준례,김문상,강정,강국량,,안,순흥,0,0,안돈후,안경,안종약,박,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,4,1,3,,,1,0,0,15,20,,41,1,20,0,0
5946,5929,5671,김,2,응규,응규,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 4 1 4,0,0,0,,6,종사,9,,선산,선산,14,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,김응규,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,4,1,4,,,1,0,0,15,20,,41,1,20,0,0
5947,5930,5672,강,21,척,척,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 4 2,0,0,0,,1,사직,5,,신천,신천,13,,,,,,,,,,,김,선산,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,이름 강척,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,4,2,,,,1,0,0,14,19,,39,,20,1,0
5948,5931,5673,강,21,백진,백진,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 4 2 1,1,0,0,문과,0,군수,4,,신천,신천,14,,,1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,4,2,1,,,1,0,0,15,20,,41,1,20,0,0
5949,5932,5674,강,21,女,女,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 4 2 2,0,1,0,,0,,,,신천,신천,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,4,2,2,,,1,1,0,15,20,,41,1,20,0,0
5950,5933,5675,강,21,子,子,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 4 2 3,0,0,0,,0,,,,신천,신천,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,4,2,3,,,1,0,0,15,20,,41,1,20,0,0
5951,5934,5676,강,21,子,子,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 4 2 4,0,0,0,,6,,,,신천,신천,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,4,2,4,,,1,0,0,15,20,,41,1,20,0,0
5952,5935,5677,유,53,명겸,유명,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 5,0,1,1,,7,군사,5,,문화,문화,12,,,,유사영,유정금,유진,유돈,,,,유,,,,유하,,,이희경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,이름 유명,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,5,,,,,1,1,1,13,18,,37,,20,1,0
5953,5936,5678,유,53,종원,종원,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 5 1,0,0,0,,0,현감,6,,문화,문화,13,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,5,1,,,,1,0,0,14,19,,39,,20,1,0
5954,5937,5679,유,53,철주,철주,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 5 1 1,0,0,0,,0,,,,문화,문화,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,5,1,1,,,1,0,0,15,20,,41,1,20,0,0
5955,5938,5680,유,53,子,子,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 5 2,0,0,0,,7,,,,문화,문화,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,5,2,,,,1,0,0,14,19,,39,1,19,0,0
5956,5939,5681,주,55,욱,주욱,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 5 3,1,1,1,,7,호군,4,,,,13,,,,,,,,,,,유,문화,0,0,유명,유사영,유정금,유하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,5,3,,,,1,1,1,14,19,,39,1,19,1,0
5957,5940,5682,김,2,의보,김의보,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 5 4,0,1,1,,1,,,,,,13,,,,,,,,,,,유,문화,,,유명,유사영,유정금,유하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,5,4,,,,1,1,1,14,19,,39,1,19,1,0
5958,5941,5683,변,34,승단,변승단,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 5 5,0,1,1,,0,별시,13,,,,13,,,,,,,,,,,유,문화,,,유명,유사영,유정금,유하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,이름 변승단,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,5,5,,,,1,1,1,14,19,,39,1,19,0,0
5959,5942,5684,유,53,중근,중근,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 6,0,0,0,,4,진의,3,,,,12,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,6,,,,,1,0,0,13,18,,37,,19,0,0
5960,5943,5685,유,53,승무,승무,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 6 1,0,0,0,,0,사직,5,,,,13,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,6,1,,,,1,0,0,14,19,,39,1,19,0,0
5961,5944,5686,유,53,子,子,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 6 2,0,0,0,,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,6,2,,,,1,0,0,14,19,,39,1,19,0,0
5962,5945,5687,박,3,영근,박영근,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 6 3,0,1,1,,0,녹사,10,,,,13,,,,,,,,,,,유,,,,유중근,유하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,6,3,,,,1,1,1,14,19,,39,1,19,0,0
5963,5946,5688,유,53,숙근,숙근,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 7,0,0,0,,7,,,,,,12,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,7,,,,,1,0,0,13,18,,37,,19,0,0
5964,5947,5689,유,53,서,서,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 7 1,0,0,0,,0,첨정,4,,,,13,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,7,1,,,,1,0,0,14,19,,39,1,19,1,0
5965,5948,5690,유,53,부,부,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 7 2,0,0,0,,0,,,,,,13,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,7,2,,,,1,0,0,14,19,,39,1,19,0,0
5966,5949,5691,유,53,女,女,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 7 3,0,1,0,,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,7,3,,,,1,1,0,14,19,,39,1,19,0,0
5967,5950,5692,유,53,계근,계근,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 8,0,0,0,,0,,,,,,12,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,8,,,,,1,0,0,13,18,,37,,19,0,0
5968,5951,5693,유,53,子,子,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 8 1,1,0,0,,0,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,8,1,,,,1,0,0,14,19,,39,1,19,0,0
5969,5952,5694,유,53,子,子,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 2 8 2,0,0,0,,5,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,2,8,2,,,,1,0,0,14,19,,39,1,19,0,0
5970,5953,5695,남,5,근,남근,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 3,0,1,1,,7,좌랑,6,,의령,의령,11,,,,,,,,,,,이,벽진,2,2,이희경,,,왕서,왕순,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,3,,,,,,1,1,1,12,17,,35,,19,0,0
5971,5954,5696,남,5,중문,중문,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 3 1,1,0,0,,0,호군,4,,의령,의령,12,,,,,,,,,,,이,경주,3,0,이부,이설중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,3,1,,,,,1,0,0,13,18,,37,,19,1,0
5972,5955,5697,남,5,순,순,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 3 1 1,0,0,0,,1,,,,의령,의령,13,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,3,1,1,,,,1,0,0,14,19,,39,1,19,0,0
5973,5956,5698,남,5,기,기,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 3 1 2,0,0,0,,1,별시,13,,의령,의령,13,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,이름 남기,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,3,1,2,,,,1,0,0,14,19,,39,1,19,0,0
5974,5957,5699,남,5,환,환,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 3 1 3,1,0,0,문과,0,진사,11,,의령,의령,13,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,3,1,3,,,,1,0,0,14,19,,39,1,19,0,0
5975,5958,5700,남,5,숙문,숙문,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 3 2,1,0,0,,1,정랑,5,,의령,의령,12,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,3,2,,,,,1,0,0,13,18,,37,,19,0,0
5976,5959,5701,이,4,경행,이경행,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 3 2 1,1,1,1,,10,호군,4,,우계,우계,13,,,,이인숙,이만,,,오부,,,남,의령,2,0,남숙문,남근,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,3,2,1,,,,1,1,1,14,19,,39,1,19,0,0
5977,5960,5702,이,4,심지,심지,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4,1,0,0,,0,판사,1,,벽진,벽진,11,,,,,,,,,,,송,여산,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,,,,,,1,0,0,12,17,,35,,20,1,0
5978,5961,5703,이,4,맹전,맹전,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 1,1,0,0,문과,5,서령,7,,벽진,벽진,12,,,1427,,,,,,,,김,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,1,,,,,1,0,0,13,18,,37,,20,0,0
5979,5962,5704,이,4,순,순,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 1 1,0,0,0,,1,교수,6,,벽진,벽진,13,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,1,1,,,,1,0,0,14,19,,39,,20,0,0
5980,5963,5705,이,4,종요,종요,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 1 1 1,0,0,0,,0,,,,벽진,벽진,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,1,1,1,,,1,0,0,15,20,,41,1,20,0,0
5981,5964,5706,이,4,女,女,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 1 1 2,0,1,0,,0,,,,벽진,벽진,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,1,1,2,,,1,1,0,15,20,,41,1,20,0,0
5982,5965,5707,이,4,子,子,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 1 1 3,0,0,0,,0,,,,벽진,벽진,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,1,1,3,,,1,0,0,15,20,,41,1,20,0,0
5983,5966,5708,이,4,女,女,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 1 1 4,0,1,0,,3,,,,벽진,벽진,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,1,1,4,,,1,1,0,15,20,,41,1,20,0,0
5984,5967,5709,박,3,사제,박사제,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 1 2,1,1,1,,0,전감,6,,,,13,,,,,,,,,,,이,벽진,2,0,이맹전,이심지,이희경,김,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,1,2,,,,1,1,1,14,19,,39,,20,0,0
5985,5968,5710,박,3,장,장,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 1 2 1,0,0,0,,0,장사,9,,,,14,,,,,,,,,,,최,전주,3,0,최빈,최표,최사규,김지경,김지,김양보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,이름 박장,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,1,2,1,,,1,0,0,15,20,,41,1,20,0,0
5986,5969,5711,박,3,찬,찬,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 1 2 2,0,0,0,,0,현감,6,,,,14,,,,,,,,,,,이,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,이름 박찬,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,1,2,2,,,1,0,0,15,20,,41,1,20,0,0
5987,5970,5712,이,4,순,순,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 1 3,0,0,0,,0,교수,6,,벽진,벽진,13,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,1,3,,,,1,0,0,14,19,,39,1,19,0,0
5988,5971,5713,이,4,서,서,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 1 4,0,0,0,,0,통찬,6,,벽진,벽진,13,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,1,4,,,,1,0,0,14,19,,39,,20,0,0
5989,5972,5714,이,4,女,女,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 1 4 1,0,1,0,,0,,,,벽진,벽진,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,1,4,1,,,1,1,0,15,20,,41,1,20,0,0
5990,5973,5715,이,4,이,이,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 1 5,0,0,0,,1,주부,6,,벽진,벽진,13,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,1,5,,,,1,0,0,14,19,,39,1,19,0,0
5991,5974,5716,이,4,중전,중전,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 2,0,0,0,문과,5,교도,11,,벽진,벽진,12,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,2,,,,,1,0,0,13,18,,37,,20,0,0
5992,5975,5717,이,4,처형,처형,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 2 1,0,0,0,,1,현감,6,,벽진,벽진,13,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,2,1,,,,1,0,0,14,19,,39,1,19,0,0
5993,5976,5718,이,4,수형,수형,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 2 2,0,0,0,문과,5,생원,11,,벽진,벽진,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,2,2,,,,1,0,0,14,19,,39,1,19,0,0
5994,5977,5719,이,4,차형,차형,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 2 3,0,0,0,,0,통찬,6,,벽진,벽진,13,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,2,3,,,,1,0,0,14,19,,39,,20,0,0
5995,5978,5720,이,4,子,子,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 2 3 1,0,0,0,,0,,,,벽진,벽진,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,2,3,1,,,1,0,0,15,20,,41,1,20,0,0
5996,5979,5721,유,53,효담,유효담,a 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 4 2 4,1,1,1,문과,7,집의,3,,전주,전주,13,,,1441,유정,,,,정여해,,,이,벽진,1,0,이중전,이심지,이희경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,이름 유효담,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,4,2,4,,,,1,1,1,14,19,,39,1,19,0,0
